,text,rating,date,category,source
528,supercell has officially killed their game by adding level 16 and ruining any chance to enjoy the game without paying any money for the foreseeable future,1,2025-11-25 07:46:55,Play_Store_Updates,Google_Play
529,bruh 😐,1,2025-11-25 07:46:53,Play_Store_Updates,Google_Play
530,The best game in the world,5,2025-11-25 07:46:15,Play_Store_Updates,Google_Play
531,"it is such a very fun game, but they did add a update that nobody wants like lv.16 etc",5,2025-11-25 07:45:40,Play_Store_Updates,Google_Play
532,trash game,1,2025-11-25 07:45:28,Play_Store_Updates,Google_Play
533,ts so peak,5,2025-11-25 07:45:26,Play_Store_Updates,Google_Play
534,"pay to win, absolutely NO care for the player experience embodiment of greed.",1,2025-11-25 07:40:46,Play_Store_Updates,Google_Play
535,pay to win ...,1,2025-11-25 07:39:41,Play_Store_Updates,Google_Play
536,MEGA KNIGHTTTTTTTTT!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,5,2025-11-25 07:37:04,Play_Store_Updates,Google_Play
537,"free to play, pay to win. so many money grabs within the game now. no longer enjoyable unless you are willing to spend $$ further update- added another level and immediately facing people on ladder with max levels, I refuse to pay to win. this game is impossible unless you pump money in it.",1,2025-11-25 07:35:18,Play_Store_Updates,Google_Play
538,Every game is bad matchup. They do everything in their power to make you want to buy stuff. I've been fighting the same 10 decks the entire arena I was on. There's been absolutely no variety. It also turns out that those 10 decks are straight counters for mine. And they all use the same emote when they win. I wonder why. The game isn't enjoyable. You go against p2w players a little more than necessary and now they're adding stuff to make it harder for free to play players.,1,2025-11-25 07:35:04,Play_Store_Updates,Google_Play
539,bad,5,2025-11-25 07:35:02,Play_Store_Updates,Google_Play
540,i love this game hmmmmmmmmmmmm,4,2025-11-25 07:34:38,Play_Store_Updates,Google_Play
541,New update killed this game,1,2025-11-25 07:34:32,Play_Store_Updates,Google_Play
542,"Free, low skill floor, high skill ceiling, the gameplay reinforces learning new strategies, Micro transactions don't give an advantage but does give new ways to play. Just a few of my favourite things about this game. 👌 If a dev is reading this, Thanks for the fun ❤️🤙",5,2025-11-25 07:33:27,Play_Store_Updates,Google_Play
543,"As time has passed, Supercell have become more and more out of touch with their playerbase. They now consistently prioritise shareholder influence (Tencent) over the actual game. As the game saw a massive resurgsnce they chose to over-capitalise rather than improve the game, pumping out ridiculous changes such as the addition of level 15/16 evos, and heroes, making an insufferable midladder even more p2w and unfun for newer players. A great concept, tainted by p2w microtransactions and greed.",1,2025-11-25 07:32:27,Play_Store_Updates,Google_Play
544,Level 16 Really Really F,1,2025-11-25 07:30:37,Play_Store_Updates,Google_Play
545,"was 5 * for most of the 9 years, some poor updates over that period, and back sliding again with the SC greed taking over again. slowly breaking one of the best mobile games sadly. to get a free daily item you have to scrol through a mountain of pay to win offers. you will get no money from me.",3,2025-11-25 07:30:16,Play_Store_Updates,Google_Play
546,pay 2 win,1,2025-11-25 07:30:02,Play_Store_Updates,Google_Play
547,it is to p2w and the updates take up to much storage space,3,2025-11-25 07:29:54,Play_Store_Updates,Google_Play
548,"Don't buy anything. The game is fine but the latest update, April 2025, basically got rid of chests and nerfed the rewards, passes, paid option rewards by more than 50%. I have been getting the pass ever since its beginning. No more. Edit: Nov 2025 level 16 update. I now see that the pass has been nerfed once more. And the rewards from the lucky chests have been nerfed by more than 70%. I am glad not to spend my money since April 2025. I will continue this trend until CR decides to improve.",1,2025-11-25 07:27:56,Play_Store_Updates,Google_Play
549,worst strategic game ever,1,2025-11-25 07:26:56,Play_Store_Updates,Google_Play
550,I cant get trophies even tho im winning and so thats why i give 1 star,1,2025-11-25 07:26:33,Play_Store_Updates,Google_Play
551,This game is fun until about 3k trophies then you need your credit card to keep making any real progress and dont even get me started on how broken heros are.,1,2025-11-25 07:25:37,Play_Store_Updates,Google_Play
552,these updates man🫩,1,2025-11-25 07:25:12,Play_Store_Updates,Google_Play
553,it is a really fun and a intertaining game,5,2025-11-25 07:23:44,Play_Store_Updates,Google_Play
554,Mid,5,2025-11-25 07:22:59,Play_Store_Updates,Google_Play
555,where is my extra card to upgrade from level 14 to level 15?? it's just disappeared after the update???,1,2025-11-25 07:22:57,Play_Store_Updates,Google_Play
556,made me genuinely think abt suicide,1,2025-11-25 07:22:44,Play_Store_Updates,Google_Play
557,clash is allowing people with bigoted and homophobic usernames and when you report they do nothing about it. clans actively recruit more bigots players and there is no good way to report. edit: when you call or bigotry in the game your account gets suspended for bullying behavior.,1,2025-11-25 07:22:04,Play_Store_Updates,Google_Play
558,I was balloon gang for life until they announced the release of more pay to win slop (heroes). Evos were already borderline but this is way too far. Such a shame what happened to this game. Look at how they massacred my boy. 😞,1,2025-11-25 07:21:44,Play_Store_Updates,Google_Play
559,"another bad update,",1,2025-11-25 07:18:55,Play_Store_Updates,Google_Play
560,its fun and cool but dont tell huzz that ur in dragon spa promise the huzz will not date you for that,5,2025-11-25 07:18:46,Play_Store_Updates,Google_Play
561,I love getting mega knight players 🫩,5,2025-11-25 07:18:05,Play_Store_Updates,Google_Play
562,Supercell made a huge mistake making lvl 16 and making card upgrades available using gems. Supercell is way too greedy and every match is against lvl 16 cards now. I used to enjoy the game before lvl 16 update but now everything is pay to win.,1,2025-11-25 07:17:24,Play_Store_Updates,Google_Play
563,P2W Game,1,2025-11-25 07:17:17,Play_Store_Updates,Google_Play
564,It's a very good game but the updates are really bad,3,2025-11-25 07:12:48,Play_Store_Updates,Google_Play
565,"THIS GAME DOESN'T CARE ABOUT ITS PLAYERS! It will undermine your efforts, be completely nontransparent with its players, and straight up make the game WORSE just to suck out as much money from its players with dopamine addictions as possible. I am not only talking about the new pay to win update that they released (in which they scammed the entire playerbase) but also all the bs they have been doing over the years. This last update was just the final straw for me personally.",1,2025-11-25 07:11:50,Play_Store_Updates,Google_Play
566,"10/10 game highly recommend, lots of different game modes. :)",5,2025-11-25 07:11:20,Play_Store_Updates,Google_Play
567,economy is now ruined. $50 to upgrade a card one level.,1,2025-11-25 07:11:15,Play_Store_Updates,Google_Play
568,"Ive been playing since it came out. now that im older, Ive built a solid deck on this account, and Im already almost at the top. fun to play for nostalgia every once in a while. that is, until you beat it. after that there isnt much reward in continuing to play.",4,2025-11-25 07:10:38,Play_Store_Updates,Google_Play
569,fire ahh game,5,2025-11-25 07:09:58,Play_Store_Updates,Google_Play
570,mega knight,5,2025-11-25 07:09:45,Play_Store_Updates,Google_Play
571,it is full of ai and hackers because this kid spammed goblin barrel 6 times is the first 10 seconds,1,2025-11-25 07:09:25,Play_Store_Updates,Google_Play
572,i love the game and is definitely better than clash of clans,5,2025-11-25 07:09:02,Play_Store_Updates,Google_Play
573,beast,5,2025-11-25 07:08:03,Play_Store_Updates,Google_Play
574,I think the dev are becoming more garbage now.... its def pay to ..... these updates keep getting worse,1,2025-11-25 07:07:19,Play_Store_Updates,Google_Play
575,"This game is genuienly horrible, pay to win slop.",1,2025-11-25 07:05:26,Play_Store_Updates,Google_Play
576,Bad vey very bad game I am 11 level and my opponent are all 12 level plus they have all max cards I don't have a single Max one don't play this you will definitely rage nad break your phone updated - I am at lvl 14 now and still all my opponent are lvl 15 with that lvl 15 evo mega knight,1,2025-11-25 07:02:31,Play_Store_Updates,Google_Play
577,"Adding another level and wiping books in the same update was a scummy cash grab. In addition you are now able to max out cards with gems, BUT that screen has an issue where the cost is bugged, and displays the gems as always being affordable, promoting myself (and presumably other users) to click it and be prompted to buy gems.",1,2025-11-25 07:01:42,Play_Store_Updates,Google_Play
578,the best game to stand.,5,2025-11-25 07:01:24,Play_Store_Updates,Google_Play
579,"pointless to keep playing as a free to play, impossible to keep up with the meta. I was finally maxing 1 deck and now i have to level it up again to 16, I will never be able to play another deck",1,2025-11-25 07:01:23,Play_Store_Updates,Google_Play
580,this game is good but every update the loading screen is always bugged sating lost connection it has been years and lazy low iq supercell didn't even fix it i need to uninstall the game to play it,1,2025-11-25 07:00:09,Play_Store_Updates,Google_Play
581,"never ending money pit, it is impossible to actually play the game on a fair even level because greedy supercell will just add more levels, I've had this game for almost 5 years and I can confidently say that if you are trying to reach higher arena you're wasting your time, unless you're willing to spend hundreds or even thousands of dollars leveling your cards",1,2025-11-25 06:58:01,Play_Store_Updates,Google_Play
582,best game eva,5,2025-11-25 06:57:25,Play_Store_Updates,Google_Play
583,great game for raging,5,2025-11-25 06:57:14,Play_Store_Updates,Google_Play
584,please tell me that wild card conversion was a joke,1,2025-11-25 06:57:04,Play_Store_Updates,Google_Play
585,I would put -999999 stars because it smells like poop,1,2025-11-25 06:56:10,Play_Store_Updates,Google_Play
586,w game,5,2025-11-25 06:53:56,Play_Store_Updates,Google_Play
587,after years i played clash royale and loved it but now i hate it any noob player can pick mega knight and win game easy really unbalanced card i think its better to remove it,3,2025-11-25 06:49:09,Play_Store_Updates,Google_Play
588,mantap,5,2025-11-25 06:48:00,Play_Store_Updates,Google_Play
589,awsome game play,5,2025-11-25 06:47:44,Play_Store_Updates,Google_Play
590,great*,5,2025-11-25 06:47:33,Play_Store_Updates,Google_Play
591,"Was once my favorite game, is now a shell of itself. I'm out once heros hit the store tab.",1,2025-11-25 06:46:18,Play_Store_Updates,Google_Play
592,very good game,5,2025-11-25 06:41:32,Play_Store_Updates,Google_Play
593,it is a good game,5,2025-11-25 06:41:02,Play_Store_Updates,Google_Play
594,goated game fr,5,2025-11-25 06:39:10,Play_Store_Updates,Google_Play
595,"[Updated 11/24/25] Instead of listening to the community, or adding 7x permanently, or adding better rewards. They added a stupid game mode NO ONE asked for. Still a toxic community, still horrible matchmaking against people who spend way too much money on this game (still 20+ offers on screen at a time). Not even a fun toilet game at this point. Save your time and find a different to play (I suggest Clash of Clans if you want to stick to a SC game, THAT dev team rocks!)",1,2025-11-25 06:39:00,Play_Store_Updates,Google_Play
596,Im tired of another update,1,2025-11-25 06:35:39,Play_Store_Updates,Google_Play
597,heros,1,2025-11-25 06:34:02,Play_Store_Updates,Google_Play
598,super tuff,5,2025-11-25 06:33:53,Play_Store_Updates,Google_Play
599,i love u,5,2025-11-25 06:31:36,Play_Store_Updates,Google_Play
600,this game is all hype no suspense. the game is does not work hard the time,1,2025-11-25 06:31:11,Play_Store_Updates,Google_Play
601,"I just can't anymore. First Supercell introduces lvl 15 which NO ONE WANTED. Then completely 180s and introduces lvl 16, destroys the gem and gold economy (2.5k gems to level up from 15 to 16). And now to game forces players to whip out the credit card. Like what happened to 2018 Clash where tournaments was where all the bragging was? And what on earth are heros? Do champions not exist anymore?",1,2025-11-25 06:30:21,Play_Store_Updates,Google_Play
602,IM DOBBYING IT,5,2025-11-25 06:30:02,Play_Store_Updates,Google_Play
603,very tuff game,5,2025-11-25 06:28:59,Play_Store_Updates,Google_Play
604,pay to win update,1,2025-11-25 06:28:44,Play_Store_Updates,Google_Play
605,best game ever,5,2025-11-25 06:28:34,Play_Store_Updates,Google_Play
606,new update made my battle log crash. cant even open it without it crashing,1,2025-11-25 06:28:08,Play_Store_Updates,Google_Play
607,Game is for james the grinder,1,2025-11-25 06:28:00,Play_Store_Updates,Google_Play
608,Trophies not increasing even after winning,2,2025-11-25 06:26:15,Play_Store_Updates,Google_Play
609,game crashees after every match,1,2025-11-25 06:25:53,Play_Store_Updates,Google_Play
610,what this game has become I really miss the old game lvl 16 is absolutely p2w and the new hero card are Brocken I keep it up with this game so much but I can't now p2w has destroy this game for f2p players I can't get evo or lvl 16 or the next new heros card that are not even in the game yet I don't have suger daddy to buy me all this stuff sorry supercell but after 9 years of playing I can finally say I'm done with this game I just can't handle it now thanks for destroying my favourite game✌🏻,1,2025-11-25 06:24:30,Play_Store_Updates,Google_Play
611,best game ever,5,2025-11-25 06:24:27,Play_Store_Updates,Google_Play
612,HAWGGGG RIDAHHHHHH,5,2025-11-25 06:23:15,Play_Store_Updates,Google_Play
613,good,5,2025-11-25 06:22:43,Play_Store_Updates,Google_Play
614,level 16. hero cards.,1,2025-11-25 06:21:51,Play_Store_Updates,Google_Play
615,best game ever,5,2025-11-25 06:21:12,Play_Store_Updates,Google_Play
616,"pay to win, greedy company",1,2025-11-25 06:17:06,Play_Store_Updates,Google_Play
617,the game has turned into a pay to win monstrosity absolutely horrible you literally cant play free to play wish I could give 0 stars,1,2025-11-25 06:14:12,Play_Store_Updates,Google_Play
618,mega knight. more like mega gay,1,2025-11-25 06:13:18,Play_Store_Updates,Google_Play
619,many of my opponents are overleveled and pay to win,3,2025-11-25 06:13:13,Play_Store_Updates,Google_Play
620,"They ruined their game balance with the newest update. I don't recommend this game before the update because it's really hard to get into and takes forever to progress free to play but now after the update, it is pay to win now, not just pay to progress.",1,2025-11-25 06:13:05,Play_Store_Updates,Google_Play
621,good,5,2025-11-25 06:13:04,Play_Store_Updates,Google_Play
622,"my 9 years badge should mean something, evos and hero cards are the death of this game",2,2025-11-25 06:12:44,Play_Store_Updates,Google_Play
623,"It is an amazing game, with very diverse characters. Absolutely Wonderful!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",5,2025-11-25 06:10:20,Play_Store_Updates,Google_Play
624,the game used to be good but the ruined it now all they want is money there so money hungry they don't even care if there players are happy they ruined the game,1,2025-11-25 06:10:18,Play_Store_Updates,Google_Play
625,pay to win level 16 is terrible take it away,1,2025-11-25 06:10:10,Play_Store_Updates,Google_Play
626,fantastic and such an addictive game.. but P2W really gets in the way.. could reduce tht a Lil bit.. but overall such a good game,5,2025-11-25 06:08:22,Play_Store_Updates,Google_Play
627,good,5,2025-11-25 06:08:21,Play_Store_Updates,Google_Play
628,"I tried to return after a long absence from playing. I don't see any option to sign into my Google account that my profile is linked to... I don't understand why they would remove this basic feature or why I'm unable to recover my account. I don't have a Supercell account, but I logged into my Clash of Clans account without any issues. This one just appears to be gone.",5,2025-11-25 06:08:06,Play_Store_Updates,Google_Play
629,"Played this game for many years, each year it gets worse. Basically its a money laundry machine. Even if you spend some money, you barely have enough to get a few cards maxed, then a new update drops, max level increases and everyone who spends more money than you do has an edge over you. Latest update with the ""gem economy"", removing books and spamming players with more and more micro transactions screams P2W. Uninstalled it and you should too!",1,2025-11-25 06:06:52,Play_Store_Updates,Google_Play
630,mane bhot game chee,5,2025-11-25 06:05:44,Play_Store_Updates,Google_Play
631,it's a fun game but I'm stuck because of Evo witch like bro nerf her Evo and normal,4,2025-11-25 06:05:12,Play_Store_Updates,Google_Play
632,"fun, but too pay to win, matchmaking is not always great in non trophy road modes",4,2025-11-25 06:04:04,Play_Store_Updates,Google_Play
633,edit: STILL Literally the worst game I've ever played.,1,2025-11-25 06:04:03,Play_Store_Updates,Google_Play
634,peak,5,2025-11-25 06:03:53,Play_Store_Updates,Google_Play
635,Good 👍 a bit payed to win though,5,2025-11-25 06:02:26,Play_Store_Updates,Google_Play
636,I'm not a bot,5,2025-11-25 06:01:19,Play_Store_Updates,Google_Play
637,"Excellent game. Well made, never gets tiring or repetitive. Updates constantly to keep it fresh.",5,2025-11-25 05:58:50,Play_Store_Updates,Google_Play
638,Supercell is way too greedy. Pay to win trash. All the new game modes are garbage too. Been playing 9 years...9! Just decided to delete and stay away. Stop ruining gaming with greed. fail! Any game that doesn't let you win because you're too good is cheating. When the matchmaking is fair (rarely is) I win. but if I win 3 times it puts me against higher levels increasingly to force a loss. Don't waste your time and money.,2,2025-11-25 05:55:45,Play_Store_Updates,Google_Play
639,you got rid of most of the chests now this game has gone farther down. This new update is not what we needed. You guys haven't even given your existing cards evolutions and now you're giving them another type of evolution.,1,2025-11-25 05:55:27,Play_Store_Updates,Google_Play
640,the game is gone,1,2025-11-25 05:55:12,Play_Store_Updates,Google_Play
641,"i am addicted🤪, its so good",5,2025-11-25 05:54:59,Play_Store_Updates,Google_Play
642,i likke vbeserker,4,2025-11-25 05:52:52,Play_Store_Updates,Google_Play
643,this too pay to win don't get the game,1,2025-11-25 05:51:30,Play_Store_Updates,Google_Play
644,yo nerf prince lecrocro,5,2025-11-25 05:50:50,Play_Store_Updates,Google_Play
645,It is very fun and strategenic.Two of my siblings play and they say they LOVE it and so do I,5,2025-11-25 05:50:20,Play_Store_Updates,Google_Play
646,terrible update level 16 cards and hero cards,1,2025-11-25 05:50:03,Play_Store_Updates,Google_Play
647,New update is trash. Fix your game supercell!!!,1,2025-11-25 05:50:01,Play_Store_Updates,Google_Play
648,"you introduced level 16 telling that progression will be better than before (which was unneeded but ok nevermind even though could have instead just eliminated EWC), but hide the fact that lucky chests after the update will be giving us even less rewards(cards and gold). Ultimately new level progression (i know lvl 17 is definitely getting introduced after a year or later) in this game will never be embraced or accepted by the players when it's another way to rack up some quick money like always",1,2025-11-25 05:49:43,Play_Store_Updates,Google_Play
649,dis game good,5,2025-11-25 05:44:56,Play_Store_Updates,Google_Play
650,p2w garbage,1,2025-11-25 05:44:29,Play_Store_Updates,Google_Play
651,"great game, but the developers share a communal brain cell and they use it to make the game worse",1,2025-11-25 05:43:16,Play_Store_Updates,Google_Play
652,I love it,5,2025-11-25 05:42:41,Play_Store_Updates,Google_Play
653,The update ruins the game. Those who pay money will win those who don't will lose. Period. I spent forever trying to catch up with people who had maxed decks and just as I was almost there they drop a new level.,1,2025-11-25 05:42:33,Play_Store_Updates,Google_Play
654,"Good luck playing this game without paying money to win. I can't advance in my arena at all because everyone has over-leveled cards since they bought the pass and evolution cards. used to be fun, now its just pay to win garbage.",1,2025-11-25 05:42:09,Play_Store_Updates,Google_Play
655,this game is so bad and so good at the same time when I three crown someone I feel good but when I lose I rage,5,2025-11-25 05:40:47,Play_Store_Updates,Google_Play
656,good game +67,5,2025-11-25 05:35:54,Play_Store_Updates,Google_Play
657,"Nobody asked for a single thing they're putting in the new update except for 2v2 league and it doesn't even look like it's going to be a permanent gamemode. Level 16 doesn't have to be added for players to, ""have a new goal."" They reached the painful goal of level 15 and after that it should be just enjoy the game. Stop ruining clash royale for the love of god!!!",1,2025-11-25 05:35:29,Play_Store_Updates,Google_Play
658,"New update ruined game, cause so much players now have lvl 15 full deck still they told its gonna be easier to upgrade but its now fully pay to win you can upgrade with gems like the game gonna be dead in some weeks because of bad update the ceo just wanted more minutes ney and n his pocket before game die. Sadly it was so funto play and now they just ruined the game😭",2,2025-11-25 05:33:19,Play_Store_Updates,Google_Play
659,competitive game,5,2025-11-25 05:33:11,Play_Store_Updates,Google_Play
660,Heros...,4,2025-11-25 05:29:19,Play_Store_Updates,Google_Play
661,all my books are gone... stupid update...,1,2025-11-25 05:29:12,Play_Store_Updates,Google_Play
662,Good 🤤,5,2025-11-25 05:27:48,Play_Store_Updates,Google_Play
663,good bien,5,2025-11-25 05:27:15,Play_Store_Updates,Google_Play
664,"jesus christ, supercell. 7800 gems for a lvl 14-15? it took me long enough to grind the ewcs, and now you expect me to break the bank for one? truly a pathetic display of greed",1,2025-11-25 05:26:22,Play_Store_Updates,Google_Play
665,"it was going in such a good direction, then thousands of evolutions, broken stats fishing for money from players and now going back on their words adding Heroic and lvl 16... just too much to follow up, f2p players just don't enjoy anymore",1,2025-11-25 05:25:07,Play_Store_Updates,Google_Play
666,they r adding heroes which is trash. they r doing too much,4,2025-11-25 05:25:02,Play_Store_Updates,Google_Play
667,"level 16 and heroes are the worse idea ever, destroyed the game for me #nolvl16",1,2025-11-25 05:23:15,Play_Store_Updates,Google_Play
668,Exelent joc,5,2025-11-25 05:22:29,Play_Store_Updates,Google_Play
669,"Could be a really fun game, but just when you think it can’t get more pay-to-win, it does. If you take a break from playing, don’t expect to enjoy coming back unless you’re ready to spend money. The meta is heavily dominated by Evo cards, and without them, you’ll constantly be at a disadvantage against players who have paid to stay competitive. It’s frustrating because the core gameplay is solid, but it feels like progression now hinges more on your wallet than your skill.",1,2025-11-25 05:22:27,Play_Store_Updates,Google_Play
670,vary fun and competitive,5,2025-11-25 05:21:56,Play_Store_Updates,Google_Play
671,I LOST TO 9 MEGAKNIGHTS IN A ROW,1,2025-11-25 05:21:32,Play_Store_Updates,Google_Play
672,pay to win,1,2025-11-25 05:21:21,Play_Store_Updates,Google_Play
673,the game is so good and I fire so you should tryout,5,2025-11-25 05:20:16,Play_Store_Updates,Google_Play
674,this is the best game,5,2025-11-25 05:19:31,Play_Store_Updates,Google_Play
675,👍,5,2025-11-25 05:19:17,Play_Store_Updates,Google_Play
676,"P2W, We must all quit at once to make them reverse the updates...",1,2025-11-25 05:17:23,Play_Store_Updates,Google_Play
677,"PAY TO WIN. I get destroyed playing people with higher lvl cards. It's absurd. Is it too much to ask to play someone my lvl cards or EVEN CLOSE? With 10 minute matchmaking you would think matchups. would be better. This is the definition of pay to win. If i can tell the guy has max cards, why can't your algorithms?its a simple "">"". Learn to code. This is daily. Do you even read these? After more of the same, this will stay 1 star forever, even future updates. Enjoy it, jerks. 1 star ratings: x23",1,2025-11-25 05:16:49,Play_Store_Updates,Google_Play
678,"i find this game really bad and the graphics are terrible, also i hate how there are different people and most of them are hackers",1,2025-11-25 05:15:55,Play_Store_Updates,Google_Play
679,i love this game its so addictive,5,2025-11-25 05:14:27,Play_Store_Updates,Google_Play
680,everyone is either a bot or over leveled it isn't fair math making this game sucks,1,2025-11-25 05:13:58,Play_Store_Updates,Google_Play
681,this game makes me nut,5,2025-11-25 05:12:53,Play_Store_Updates,Google_Play
682,Nail in the coffin after lvl 16 and countless pay to win additions. The game is and always has been a battle of credit cards. Fun if you like spending hundreds of dollars to counteract your lack of skill.,1,2025-11-25 05:12:33,Play_Store_Updates,Google_Play
683,game is ruined with each update just trying to milk more money out of the community instead of trying to earn it in a healthy sustainable way they just bloat the game with different new (often gamebreaking) mechanics which are not even pay to win but pay to play,1,2025-11-25 05:12:28,Play_Store_Updates,Google_Play
684,"worst dev team I've ever seen. makes horrible updates, adds things people dont want and removes things people love. Just to get you to spend money on the game",1,2025-11-25 05:12:21,Play_Store_Updates,Google_Play
685,played for 9 years.... lvl 16.... learn ur lesson supercell,1,2025-11-25 05:11:40,Play_Store_Updates,Google_Play
686,"I've loved this game for a long time, and put up with so much bs over the years, staying loyal to this ruined cash grab. But this update was my last straw. Supercell fed into the p2w aspect and added level 16 cards, despite there already being pay to win aspects of the game. They ruined this fun game and turned it into garbage money-hungry slop. It's now impossible to progress. Uninstalled",1,2025-11-25 05:11:15,Play_Store_Updates,Google_Play
687,the best game of all time clash is the best. it is so fun and the new hero update looks so good,5,2025-11-25 05:10:20,Play_Store_Updates,Google_Play
688,not getting trophys,1,2025-11-25 05:10:14,Play_Store_Updates,Google_Play
689,yall need to bring the skeleton witch back to her original settings with higher attack and faster spawn rate. yall made her so weak and it was my favorite card. not to mention we used to be able to clone clones,1,2025-11-25 05:08:49,Play_Store_Updates,Google_Play
690,THE BEAST GAME WWWWWWWW,5,2025-11-25 05:08:18,Play_Store_Updates,Google_Play
691,very fun and a good time passer,5,2025-11-25 05:06:28,Play_Store_Updates,Google_Play
692,Very good game but very bad management.,2,2025-11-25 05:05:37,Play_Store_Updates,Google_Play
693,too pay to win but fun,4,2025-11-25 05:05:24,Play_Store_Updates,Google_Play
694,goated game until hero update game heros are going to be too broken and absolutely destroy meta decks and the game in general,4,2025-11-25 05:04:32,Play_Store_Updates,Google_Play
695,terrible update buff chest back to original,1,2025-11-25 05:03:53,Play_Store_Updates,Google_Play
696,"Horribly greedy devs, to put it simply this latest update both negates a lot of the time and money put into this game AND deletes valuable useful items from player inventories while granting next to nothing as compensation. This game literally just gets worse every update and the developers are hopelessly greedy. Please don't support them with your time or money like I foolishly did.",1,2025-11-25 05:03:41,Play_Store_Updates,Google_Play
697,yes keep increasing the level cap.,1,2025-11-25 05:03:28,Play_Store_Updates,Google_Play
698,good,5,2025-11-25 04:56:24,Play_Store_Updates,Google_Play
699,que rico,5,2025-11-25 04:54:55,Play_Store_Updates,Google_Play
700,"why add level after,i try so hard to get to maximum level after years in upgrading.. worst update ever... not going to play anymore... bye",1,2025-11-25 04:52:54,Play_Store_Updates,Google_Play
701,This GAMSE IS THE BEST I LIKE IT SOOOO MIch,5,2025-11-25 04:52:36,Play_Store_Updates,Google_Play
702,WAY too laggy,1,2025-11-25 04:51:31,Play_Store_Updates,Google_Play
703,love the game but please put us against people with the same level cards,4,2025-11-25 04:51:12,Play_Store_Updates,Google_Play
704,4 star but I'm in arena 17 and still don't have royale chef and daggers dutchess BTW my supercell is BALOCKY to supercell,4,2025-11-25 04:50:40,Play_Store_Updates,Google_Play
705,2 words: pay royal,1,2025-11-25 04:49:45,Play_Store_Updates,Google_Play
706,you have to spend money to play this game its crazy,1,2025-11-25 04:49:15,Play_Store_Updates,Google_Play
707,"supercell u ruined the economy of items not telling us, very low",1,2025-11-25 04:48:46,Play_Store_Updates,Google_Play
708,terrible update gave me 800 gems for a book of books which typically cost 20 dollars to get.,1,2025-11-25 04:48:09,Play_Store_Updates,Google_Play
709,i have ptsd,1,2025-11-25 04:47:11,Play_Store_Updates,Google_Play
710,Good game but pay to win,4,2025-11-25 04:45:14,Play_Store_Updates,Google_Play
711,it's good but need to pach a part favorite part is merge tactics,5,2025-11-25 04:44:31,Play_Store_Updates,Google_Play
712,I CRASHED OUT OVER THE 67 EMOTE,1,2025-11-25 04:43:45,Play_Store_Updates,Google_Play
713,horrible new update ruining the game even more,1,2025-11-25 04:42:50,Play_Store_Updates,Google_Play
714,"Level 16, really? 💔",1,2025-11-25 04:41:46,Play_Store_Updates,Google_Play
715,Horrible graphics,1,2025-11-25 04:41:31,Play_Store_Updates,Google_Play
716,The new update sucks. Bring back Book of Cards.,1,2025-11-25 04:41:09,Play_Store_Updates,Google_Play
717,What a garbage update. Could you please return my Wild Elite cards? All of those cards collected are a big waste.,1,2025-11-25 04:41:07,Play_Store_Updates,Google_Play
718,A very fun game for kids and even adults. Really Fun,5,2025-11-25 04:40:39,Play_Store_Updates,Google_Play
719,This game is so tuuff,5,2025-11-25 04:39:24,Play_Store_Updates,Google_Play
720,"I've played this game for a very long time. 9+ years. I've seen the good, the bad, and the ugly. I've really enjoyed the game but I have uninstalled the game today with the latest update. It is a blatant play to win scheme, adding a level to cards (now 16), adding hero cards that make busted cards more busted, not to mention the plethora of evos and champions that make the game a bit broken. They are no longer trying to hide the fact that the game has always been pay to win/play 😥",1,2025-11-25 04:39:14,Play_Store_Updates,Google_Play
721,yall have killed the game officially.....completely ignoring the free to play aspect. Removing season shop and now adding lvl 16....so basically all that grind to get cards to 15 was a complete waste of our time. Its like starting all over. What a shame,1,2025-11-25 04:39:10,Play_Store_Updates,Google_Play
722,It's really fun until you get into arena 18 then it's really hard to get out of,4,2025-11-25 04:38:31,Play_Store_Updates,Google_Play
723,Is fun but you rage over it a lot,4,2025-11-25 04:37:23,Play_Store_Updates,Google_Play
724,"After the latest update, truly became a pay to win slop game. Adding more unnecessary mechanics just to force you to open your wallet more. gross",1,2025-11-25 04:34:17,Play_Store_Updates,Google_Play
725,this company is a joke,1,2025-11-25 04:32:49,Play_Store_Updates,Google_Play
726,"The game doesn't favour free to play players at all, ever. Constant, expensive and deliberate meta changes force people to change the way they play every game or risk losing to it. Unasked for and expensive p2w updates like level 16 and hero cards have been added, and it's not worth it. CR had a slight revival and greedysell thinks it's a good idea to cash out now instead of making the game better for its users, and this time it's actually the Devs being greedy because CEOs don't call the shots.",1,2025-11-25 04:31:58,Play_Store_Updates,Google_Play
727,shots the game is so good,5,2025-11-25 04:29:45,Play_Store_Updates,Google_Play
728,"Pay to win game. It is impossible to play the game without buying battle pass every month. It takes half a year to get single evolution card without donations. They also buff new evolutions for month, and then nerf it so you have to donate money to get a strong card before it gets bad.",1,2025-11-25 04:28:16,Play_Store_Updates,Google_Play
729,it's bad every time I say good luck or good job I lose like it's bad as hell,1,2025-11-25 04:28:00,Play_Store_Updates,Google_Play
